Maquina,Fault_Code,TIMESTAMP
G,0,2019-07-27T04:50:35.449Z
G,0,2019-07-27T09:08:31.054Z
G,0,2019-07-30T08:42:08.542Z
G,0,2019-07-30T22:02:05.231Z
G,0,2019-07-30T23:41:41.594Z
G,0,2019-07-28T18:23:44.341Z
G,0,2019-07-28T18:23:45.441Z
G,0,2019-07-28T18:25:15.359Z
G,0,2019-07-26T01:45:37.487Z
G,0,2019-07-26T05:21:36.961Z
G,0,2019-07-23T06:59:47.723Z
G,0,2019-07-23T10:47:47.106Z
G,0,2019-07-23T13:30:45.061Z
G,0,2019-07-23T13:30:40.658Z
G,0,2019-07-29T22:39:09.448Z
G,0,2019-07-29T01:10:37.052Z
G,0,2019-07-31T04:00:31.287Z
G,0,2019-07-31T06:00:43.800Z
G,0,2019-07-31T06:19:59.986Z
G,0,2019-07-31T18:35:07.457Z
G,0,2019-07-31T19:03:50.041Z
G,0,2019-07-31T19:09:48.223Z
G,0,2019-07-31T21:19:09.821Z
G,0,2019-07-25T05:28:04.947Z
G,0,2019-07-25T08:09:21.852Z
G,0,2019-07-25T17:43:22.944Z
G,0,2019-07-25T18:16:35.134Z
G,0,2019-07-25T17:43:20.345Z
G,0,2019-07-25T17:43:21.244Z
G,0,2019-07-25T18:17:15.941Z
G,0,2019-07-25T18:54:02.607Z
G,0,2019-07-25T12:00:42.068Z
G,0,2019-07-25T12:19:57.426Z
G,0,2019-07-24T04:00:17.267Z
G,0,2019-07-24T22:00:39.409Z
G,0,2019-07-24T03:58:00.547Z
G,0,2019-07-24T23:08:02.442Z
G,0,2019-07-24T04:01:27.581Z
G,0,2019-07-24T13:23:23.624Z
G,0,2019-07-24T03:59:59.860Z
G,0,2019-07-24T04:00:13.062Z
G,0,2019-07-24T04:00:22.153Z
G,0,2019-07-24T04:02:22.195Z
G,0,2019-07-24T21:38:35.143Z
G,0,2019-07-24T04:00:26.471Z
G,0,2019-07-24T13:23:24.624Z
D,0,2019-07-27T01:29:55.200Z
D,0,2019-07-27T01:30:02.531Z
D,0,2019-07-27T01:29:28.087Z
D,0,2019-07-27T01:32:14.542Z
D,0,2019-07-27T01:29:11.044Z
D,0,2019-07-27T01:30:06.033Z
D,0,2019-07-27T01:30:57.543Z
D,0,2019-07-27T01:30:19.846Z
D,0,2019-07-27T01:32:27.168Z
D,0,2019-07-27T01:30:47.932Z
D,0,2019-07-27T01:32:47.784Z
D,0,2019-07-27T01:31:00.243Z
D,0,2019-07-27T01:32:23.667Z
D,0,2019-07-27T02:08:38.802Z
D,0,2019-07-27T02:13:15.301Z
D,0,2019-07-27T02:10:08.126Z
D,0,2019-07-27T02:17:05.599Z
D,0,2019-07-27T02:09:11.426Z
D,0,2019-07-27T02:11:22.015Z
D,0,2019-07-27T02:13:25.827Z
D,0,2019-07-27T02:14:17.437Z
D,0,2019-07-27T02:11:41.260Z
D,0,2019-07-27T02:12:13.023Z
D,0,2019-07-27T02:20:44.754Z
D,0,2019-07-27T02:12:28.267Z
D,0,2019-07-27T02:10:34.556Z
D,0,2019-07-27T02:19:12.964Z
D,0,2019-07-27T02:20:49.155Z
D,0,2019-07-27T02:18:56.008Z
D,0,2019-07-27T02:11:38.649Z
D,0,2019-07-27T02:14:48.184Z
D,0,2019-07-27T04:56:17.697Z
D,0,2019-07-27T04:10:58.253Z
D,0,2019-07-27T04:10:09.946Z
D,0,2019-07-27T04:54:24.575Z
D,0,2019-07-27T04:09:55.812Z
D,0,2019-07-27T04:09:31.474Z
D,0,2019-07-27T04:55:56.656Z
D,0,2019-07-27T04:11:20.978Z
D,0,2019-07-27T04:54:28.076Z
D,0,2019-07-27T04:55:47.644Z
D,0,2019-07-27T04:11:05.905Z
D,0,2019-07-27T04:11:08.552Z
D,0,2019-07-27T06:16:59.284Z
D,0,2019-07-27T06:19:03.455Z
D,0,2019-07-27T06:24:56.393Z
D,0,2019-07-27T06:26:32.018Z
D,0,2019-07-27T06:28:19.847Z
D,0,2019-07-27T06:27:08.064Z
D,0,2019-07-27T06:27:00.542Z
D,0,2019-07-27T06:15:16.958Z
D,0,2019-07-27T06:28:02.640Z
D,0,2019-07-27T06:27:53.626Z
D,0,2019-07-27T06:20:38.372Z
D,0,2019-07-27T06:18:37.532Z
D,0,2019-07-27T06:17:40.477Z
D,0,2019-07-27T06:16:15.836Z
D,0,2019-07-27T06:16:07.133Z
D,0,2019-07-27T06:14:47.333Z
D,0,2019-07-27T06:19:07.456Z
D,0,2019-07-27T06:19:21.763Z
D,0,2019-07-27T06:25:51.622Z
D,0,2019-07-27T06:25:57.042Z
A,0,2019-07-27T02:00:49.899Z
A,0,2019-07-27T06:08:51.344Z
A,0,2019-07-27T06:08:20.880Z
A,0,2019-07-27T07:54:46.055Z
A,0,2019-07-27T07:55:57.867Z
A,0,2019-07-27T07:55:48.097Z
A,0,2019-07-27T08:20:40.339Z
A,0,2019-07-27T08:21:08.141Z
A,0,2019-07-27T16:49:24.052Z
A,0,2019-07-27T16:59:04.926Z
A,0,2019-07-27T16:49:24.451Z
A,0,2019-07-30T05:12:25.562Z
D,0,2019-07-30T08:03:17.981Z
A,0,2019-07-30T07:44:05.443Z
A,0,2019-07-30T07:45:31.789Z
D,0,2019-07-30T08:04:53.399Z
A,0,2019-07-30T07:58:08.384Z
A,0,2019-07-30T07:59:11.833Z
A,0,2019-07-30T07:45:30.072Z
A,0,2019-07-30T07:47:38.267Z
D,0,2019-07-30T08:04:25.584Z
A,0,2019-07-30T07:59:02.533Z
A,0,2019-07-30T07:45:34.293Z
A,0,2019-07-30T07:49:22.374Z
D,0,2019-07-30T08:05:01.627Z
D,0,2019-07-30T08:04:31.888Z
